flow_id,timestamp,src_site,dst_site,src_ip,dst_ip,src_port,dst_port,protocol,application,bytes,packets,duration_ms,dscp,fault_active
NF-0005187,2026-06-26T14:04:00,branch-lucknow,branch-hyderabad,10.1.11.1,10.1.3.1,58557,443,TCP,HTTPS,38535436,58743,36817,CS0,0
NF-0005188,2026-06-26T14:30:00,branch-lucknow,branch-bhopal,10.1.11.1,10.1.14.1,54210,21,TCP,FTP-Backup,33722491,33960,101081,CS0,0
NF-0005189,2026-06-26T14:34:00,branch-nagpur,branch-bengaluru,10.1.13.1,10.1.1.1,61437,53,UDP,DNS,19544494,47323,2761,CS0,0
NF-0005190,2026-06-26T14:51:00,branch-kolkata,hub-delhi,10.1.6.1,10.0.0.1,59579,161,UDP,SNMP,29728951,49301,23855,CS0,0
NF-0005191,2026-06-26T14:28:00,branch-bengaluru,branch-hyderabad,10.1.1.1,10.1.3.1,64715,53,UDP,DNS,24899533,18963,15666,CS0,0
NF-0005192,2026-06-26T14:40:00,branch-kolkata,branch-guwahati,10.1.6.1,10.1.8.1,60943,161,UDP,SNMP,43126782,32377,94837,CS0,0
NF-0005193,2026-06-26T14:37:00,branch-chennai,branch-nagpur,10.1.2.1,10.1.13.1,56722,53,UDP,DNS,2584770,2232,30149,CS0,0
NF-0005194,2026-06-26T14:24:00,branch-guwahati,branch-hyderabad,10.1.8.1,10.1.3.1,61802,161,UDP,SNMP,45500829,46715,92578,CS0,0
NF-0005195,2026-06-26T14:43:00,branch-ahmedabad,branch-hyderabad,10.1.5.1,10.1.3.1,57870,161,UDP,SNMP,9748674,9758,91044,CS0,0
NF-0005196,2026-06-26T14:37:00,branch-nagpur,dc-mumbai,10.1.13.1,10.0.0.2,61420,161,UDP,SNMP,44219649,35892,107593,CS0,0
NF-0005197,2026-06-26T14:46:00,branch-ahmedabad,branch-bhopal,10.1.5.1,10.1.14.1,61575,123,UDP,NTP,23555045,29480,22977,CS0,0
NF-0005198,2026-06-26T14:20:00,branch-bhopal,branch-bhubaneswar,10.1.14.1,10.1.7.1,50425,161,UDP,SNMP,21559683,15771,116913,CS0,0
NF-0005199,2026-06-26T14:39:00,branch-guwahati,branch-chennai,10.1.8.1,10.1.2.1,62682,389,TCP,LDAP,40088389,37712,59884,CS0,0
NF-0005200,2026-06-26T14:57:00,hub-delhi,branch-nagpur,10.0.0.1,10.1.13.1,50758,5060,UDP,VoIP-RTP,35520773,62646,47836,EF,0
NF-0005201,2026-06-26T14:30:00,branch-guwahati,branch-chandigarh,10.1.8.1,10.1.9.1,52221,389,TCP,LDAP,18099225,26655,44143,CS0,0
NF-0005202,2026-06-26T14:54:00,branch-chandigarh,branch-nagpur,10.1.9.1,10.1.13.1,60725,5060,UDP,VoIP-RTP,48583401,104032,47346,EF,0
NF-0005203,2026-06-26T14:21:00,branch-lucknow,branch-kochi,10.1.11.1,10.1.12.1,55999,514,UDP,Syslog,39376995,96512,70259,CS0,0
NF-0005204,2026-06-26T15:15:00,branch-bhubaneswar,branch-nagpur,10.1.7.1,10.1.13.1,63781,53,UDP,DNS,21621999,28676,58321,CS0,0
NF-0005205,2026-06-26T15:15:00,branch-hyderabad,branch-ahmedabad,10.1.3.1,10.1.5.1,53459,123,UDP,NTP,19015260,15689,59230,CS0,0
NF-0005206,2026-06-26T15:58:00,branch-bengaluru,branch-nagpur,10.1.1.1,10.1.13.1,57668,22,TCP,SSH,32195813,51678,117060,CS0,0
NF-0005207,2026-06-26T15:47:00,branch-guwahati,branch-chennai,10.1.8.1,10.1.2.1,49536,5060,UDP,VoIP-RTP,12056345,14318,22392,EF,0
NF-0005208,2026-06-26T15:12:00,dc-mumbai,branch-nagpur,10.0.0.2,10.1.13.1,60703,53,UDP,DNS,45476106,39996,61341,CS0,0
NF-0005209,2026-06-26T15:57:00,branch-nagpur,dc-mumbai,10.1.13.1,10.0.0.2,61187,389,TCP,LDAP,21621809,29823,57807,CS0,0
NF-0005210,2026-06-26T15:19:00,branch-kochi,branch-guwahati,10.1.12.1,10.1.8.1,49308,22,TCP,SSH,4746713,9325,111006,CS0,0
NF-0005211,2026-06-26T15:36:00,branch-bhubaneswar,branch-lucknow,10.1.7.1,10.1.11.1,54923,53,UDP,DNS,35388055,87377,115801,CS0,0
NF-0005212,2026-06-26T15:43:00,branch-chennai,branch-pune,10.1.2.1,10.1.4.1,57339,21,TCP,FTP-Backup,9114408,6968,106644,CS0,0
NF-0005213,2026-06-26T15:39:00,branch-hyderabad,branch-chennai,10.1.3.1,10.1.2.1,56333,5060,UDP,VoIP-RTP,34164317,40383,116185,EF,0
NF-0005214,2026-06-26T15:39:00,dc-mumbai,branch-jaipur,10.0.0.2,10.1.10.1,56137,443,TCP,HTTPS,8851751,10221,2932,CS0,0
NF-0005215,2026-06-26T15:43:00,branch-chennai,branch-ahmedabad,10.1.2.1,10.1.5.1,59671,5060,UDP,VoIP-RTP,5711778,4366,102619,EF,0
NF-0005216,2026-06-26T15:50:00,branch-guwahati,branch-kolkata,10.1.8.1,10.1.6.1,53674,514,UDP,Syslog,31243697,46562,111984,CS0,0
NF-0005217,2026-06-26T15:42:00,branch-bhubaneswar,branch-hyderabad,10.1.7.1,10.1.3.1,65505,514,UDP,Syslog,35314923,27397,5723,CS0,0
NF-0005218,2026-06-26T15:37:00,branch-ahmedabad,branch-jaipur,10.1.5.1,10.1.10.1,55202,179,TCP,BGP,16786788,13186,18902,CS0,0
NF-0005219,2026-06-26T15:38:00,hub-delhi,branch-nagpur,10.0.0.1,10.1.13.1,49522,443,TCP,HTTPS,48888082,61805,84418,CS0,0
NF-0005220,2026-06-26T15:44:00,branch-kolkata,branch-chandigarh,10.1.6.1,10.1.9.1,60427,389,TCP,LDAP,21526045,15851,75821,CS0,0
NF-0005221,2026-06-26T15:34:00,branch-jaipur,branch-kochi,10.1.10.1,10.1.12.1,51954,123,UDP,NTP,5898239,6694,13248,CS0,0
NF-0005222,2026-06-26T15:24:00,branch-bhubaneswar,branch-nagpur,10.1.7.1,10.1.13.1,56304,21,TCP,FTP-Backup,6390847,5542,54664,CS0,0
NF-0005223,2026-06-26T15:40:00,branch-guwahati,branch-nagpur,10.1.8.1,10.1.13.1,63721,22,TCP,SSH,2240959,2713,24837,CS0,0
NF-0005224,2026-06-26T15:17:00,branch-chandigarh,branch-kolkata,10.1.9.1,10.1.6.1,56933,3200,TCP,ERP-SAP,38382356,75112,41494,CS0,0
NF-0005225,2026-06-26T15:09:00,branch-lucknow,branch-chennai,10.1.11.1,10.1.2.1,63044,8801,UDP,Video-Conf,8143165,12823,17385,AF41,0
NF-0005226,2026-06-26T15:40:00,branch-guwahati,branch-kochi,10.1.8.1,10.1.12.1,60473,3200,TCP,ERP-SAP,9081982,14791,105884,CS0,0
NF-0005227,2026-06-26T15:18:00,branch-kochi,branch-chandigarh,10.1.12.1,10.1.9.1,50986,389,TCP,LDAP,15182387,14783,21112,CS0,0
NF-0005228,2026-06-26T15:46:00,branch-bengaluru,branch-lucknow,10.1.1.1,10.1.11.1,59829,53,UDP,DNS,41730463,46940,82848,CS0,0
NF-0005229,2026-06-26T15:41:00,branch-bhubaneswar,branch-bengaluru,10.1.7.1,10.1.1.1,58606,8801,UDP,Video-Conf,27737775,22261,76127,AF41,0
NF-0005230,2026-06-26T15:19:00,branch-guwahati,branch-kolkata,10.1.8.1,10.1.6.1,64172,53,UDP,DNS,12634781,29589,41069,CS0,0
NF-0005231,2026-06-26T15:48:00,branch-kochi,branch-kolkata,10.1.12.1,10.1.6.1,54526,3200,TCP,ERP-SAP,27182487,57958,65279,CS0,0
NF-0005232,2026-06-26T15:04:00,branch-guwahati,branch-chandigarh,10.1.8.1,10.1.9.1,58593,389,TCP,LDAP,24373650,18353,68815,CS0,0
NF-0005233,2026-06-26T15:56:00,branch-chandigarh,branch-ahmedabad,10.1.9.1,10.1.5.1,57404,123,UDP,NTP,10503070,15629,106384,CS0,0
NF-0005234,2026-06-26T15:53:00,branch-pune,branch-chennai,10.1.4.1,10.1.2.1,50513,161,UDP,SNMP,43576518,38838,31831,CS0,0
NF-0005235,2026-06-26T15:24:00,branch-bhubaneswar,branch-pune,10.1.7.1,10.1.4.1,52072,8801,UDP,Video-Conf,25695375,18949,103695,AF41,0
NF-0005236,2026-06-26T15:51:00,branch-jaipur,dc-mumbai,10.1.10.1,10.0.0.2,64036,53,UDP,DNS,15883364,13680,21716,CS0,0
NF-0005237,2026-06-26T15:16:00,branch-bhubaneswar,branch-hyderabad,10.1.7.1,10.1.3.1,54612,8801,UDP,Video-Conf,19964637,17559,83976,AF41,0
NF-0005238,2026-06-26T15:50:00,branch-bhopal,branch-kochi,10.1.14.1,10.1.12.1,63723,5060,UDP,VoIP-RTP,49399292,110512,23196,EF,0
NF-0005239,2026-06-26T15:09:00,branch-ahmedabad,branch-hyderabad,10.1.5.1,10.1.3.1,62860,8801,UDP,Video-Conf,9930657,7222,23829,AF41,0
NF-0005240,2026-06-26T15:15:00,branch-ahmedabad,branch-bhubaneswar,10.1.5.1,10.1.7.1,63406,21,TCP,FTP-Backup,27234824,34561,117414,CS0,0
NF-0005241,2026-06-26T15:11:00,branch-bengaluru,branch-guwahati,10.1.1.1,10.1.8.1,61489,179,TCP,BGP,43956067,72415,74616,CS0,0
NF-0005242,2026-06-26T15:04:00,branch-chennai,branch-kochi,10.1.2.1,10.1.12.1,52886,8801,UDP,Video-Conf,43933292,56615,15179,AF41,0
NF-0005243,2026-06-26T15:10:00,branch-hyderabad,branch-bengaluru,10.1.3.1,10.1.1.1,51550,8801,UDP,Video-Conf,13153003,28164,103895,AF41,0
NF-0005244,2026-06-26T15:17:00,branch-lucknow,branch-kochi,10.1.11.1,10.1.12.1,53946,3200,TCP,ERP-SAP,13244798,11243,85000,CS0,0
NF-0005245,2026-06-26T15:48:00,branch-kolkata,branch-chennai,10.1.6.1,10.1.2.1,53834,22,TCP,SSH,43769516,41844,92447,CS0,0
NF-0005246,2026-06-26T15:32:00,branch-kochi,branch-hyderabad,10.1.12.1,10.1.3.1,59032,5060,UDP,VoIP-RTP,37964752,40259,93321,EF,0
NF-0005247,2026-06-26T15:42:00,branch-chandigarh,dc-mumbai,10.1.9.1,10.0.0.2,65417,8801,UDP,Video-Conf,36109548,31155,50880,AF41,0
NF-0005248,2026-06-26T15:14:00,branch-nagpur,hub-delhi,10.1.13.1,10.0.0.1,64878,21,TCP,FTP-Backup,7432940,6690,100800,CS0,0
NF-0005249,2026-06-26T15:35:00,branch-chandigarh,hub-delhi,10.1.9.1,10.0.0.1,56666,389,TCP,LDAP,14672506,35101,50309,CS0,0
NF-0005250,2026-06-26T15:48:00,branch-jaipur,branch-lucknow,10.1.10.1,10.1.11.1,62427,514,UDP,Syslog,40271808,56010,76023,CS0,0
NF-0005251,2026-06-26T15:23:00,branch-kolkata,branch-lucknow,10.1.6.1,10.1.11.1,58873,514,UDP,Syslog,14611412,21808,53536,CS0,0
NF-0005252,2026-06-26T15:49:00,branch-guwahati,branch-jaipur,10.1.8.1,10.1.10.1,60534,123,UDP,NTP,23131316,16701,42754,CS0,0
NF-0005253,2026-06-26T15:07:00,branch-ahmedabad,branch-jaipur,10.1.5.1,10.1.10.1,58396,21,TCP,FTP-Backup,34768836,26161,118436,CS0,0
NF-0005254,2026-06-26T15:29:00,branch-guwahati,branch-bhopal,10.1.8.1,10.1.14.1,50040,21,TCP,FTP-Backup,30373653,47533,79176,CS0,0
NF-0005255,2026-06-26T15:33:00,branch-ahmedabad,branch-chandigarh,10.1.5.1,10.1.9.1,59163,22,TCP,SSH,43508832,31851,49822,CS0,0
NF-0005256,2026-06-26T15:01:00,branch-bengaluru,branch-pune,10.1.1.1,10.1.4.1,55144,161,UDP,SNMP,4380456,6460,112758,CS0,0
NF-0005257,2026-06-26T15:30:00,branch-bhopal,branch-bhubaneswar,10.1.14.1,10.1.7.1,57737,443,TCP,HTTPS,44571992,60477,7300,CS0,0
NF-0005258,2026-06-26T15:44:00,dc-mumbai,branch-hyderabad,10.0.0.2,10.1.3.1,49990,389,TCP,LDAP,14111262,34756,57732,CS0,0
NF-0005259,2026-06-26T15:42:00,branch-hyderabad,branch-bengaluru,10.1.3.1,10.1.1.1,60423,3200,TCP,ERP-SAP,49853197,87615,68185,CS0,0
NF-0005260,2026-06-26T15:37:00,branch-guwahati,branch-bhopal,10.1.8.1,10.1.14.1,57631,53,UDP,DNS,4132619,3657,82750,CS0,0
NF-0005261,2026-06-26T15:19:00,branch-pune,branch-kochi,10.1.4.1,10.1.12.1,50279,161,UDP,SNMP,46788087,44816,99875,CS0,0
NF-0005262,2026-06-26T15:18:00,dc-mumbai,branch-bhopal,10.0.0.2,10.1.14.1,62135,123,UDP,NTP,12217056,15825,75998,CS0,0
NF-0005263,2026-06-26T15:39:00,dc-mumbai,branch-pune,10.0.0.2,10.1.4.1,62354,161,UDP,SNMP,4743628,4710,20584,CS0,0
NF-0005264,2026-06-26T15:55:00,branch-jaipur,branch-chennai,10.1.10.1,10.1.2.1,63572,514,UDP,Syslog,48491877,80954,100463,CS0,0
NF-0005265,2026-06-26T15:58:00,dc-mumbai,branch-bhubaneswar,10.0.0.2,10.1.7.1,65105,161,UDP,SNMP,17924757,14467,75290,CS0,0
NF-0005266,2026-06-26T15:56:00,branch-lucknow,branch-hyderabad,10.1.11.1,10.1.3.1,63205,21,TCP,FTP-Backup,5154317,7579,11373,CS0,0
NF-0005267,2026-06-26T15:07:00,branch-jaipur,branch-kolkata,10.1.10.1,10.1.6.1,50622,22,TCP,SSH,11428674,15807,70977,CS0,0
NF-0005268,2026-06-26T15:08:00,branch-lucknow,branch-kolkata,10.1.11.1,10.1.6.1,57489,123,UDP,NTP,37034567,77478,102342,CS0,0
NF-0005269,2026-06-26T15:25:00,branch-ahmedabad,branch-bengaluru,10.1.5.1,10.1.1.1,64632,179,TCP,BGP,14895731,27432,22410,CS0,0
NF-0005270,2026-06-26T15:40:00,branch-kochi,dc-mumbai,10.1.12.1,10.0.0.2,61223,22,TCP,SSH,21183032,20348,37870,CS0,0
NF-0005271,2026-06-26T15:51:00,branch-chandigarh,hub-delhi,10.1.9.1,10.0.0.1,64308,443,TCP,HTTPS,2058115,1857,67988,CS0,0
NF-0005272,2026-06-26T15:39:00,branch-ahmedabad,branch-hyderabad,10.1.5.1,10.1.3.1,65100,443,TCP,HTTPS,21348157,31768,42514,CS0,0
NF-0005273,2026-06-26T15:23:00,branch-lucknow,branch-guwahati,10.1.11.1,10.1.8.1,57690,5060,UDP,VoIP-RTP,11540729,21021,34134,EF,0
NF-0005274,2026-06-26T16:57:00,branch-kochi,branch-nagpur,10.1.12.1,10.1.13.1,60619,161,UDP,SNMP,12790463,10632,3221,CS0,0
NF-0005275,2026-06-26T16:54:00,branch-hyderabad,branch-pune,10.1.3.1,10.1.4.1,49155,3200,TCP,ERP-SAP,47876922,39535,101887,CS0,0
NF-0005276,2026-06-26T16:14:00,branch-guwahati,branch-pune,10.1.8.1,10.1.4.1,51977,389,TCP,LDAP,33569844,79738,58046,CS0,0
NF-0005277,2026-06-26T16:25:00,branch-jaipur,branch-bengaluru,10.1.10.1,10.1.1.1,59259,443,TCP,HTTPS,13540842,11683,81612,CS0,0
NF-0005278,2026-06-26T16:54:00,branch-jaipur,branch-bengaluru,10.1.10.1,10.1.1.1,61755,3200,TCP,ERP-SAP,16695744,22531,68728,CS0,0
NF-0005279,2026-06-26T16:01:00,branch-kochi,branch-chandigarh,10.1.12.1,10.1.9.1,51664,161,UDP,SNMP,26699462,30100,97139,CS0,0
NF-0005280,2026-06-26T16:12:00,branch-bhopal,branch-nagpur,10.1.14.1,10.1.13.1,50277,443,TCP,HTTPS,44635801,35118,82232,CS0,0
NF-0005281,2026-06-26T16:10:00,branch-lucknow,branch-jaipur,10.1.11.1,10.1.10.1,64697,443,TCP,HTTPS,13998961,33016,81838,CS0,0
NF-0005282,2026-06-26T16:09:00,dc-mumbai,branch-pune,10.0.0.2,10.1.4.1,51286,5060,UDP,VoIP-RTP,4681014,7574,114604,EF,0
NF-0005283,2026-06-26T16:53:00,branch-chandigarh,branch-jaipur,10.1.9.1,10.1.10.1,52738,443,TCP,HTTPS,5366290,7834,45554,CS0,0
NF-0005284,2026-06-26T16:03:00,branch-bhopal,branch-hyderabad,10.1.14.1,10.1.3.1,61847,514,UDP,Syslog,3406273,3177,104519,CS0,0
NF-0005285,2026-06-26T16:20:00,branch-lucknow,branch-hyderabad,10.1.11.1,10.1.3.1,51427,161,UDP,SNMP,5030654,3771,111563,CS0,0
NF-0005286,2026-06-26T16:47:00,branch-bhopal,branch-kolkata,10.1.14.1,10.1.6.1,58442,161,UDP,SNMP,21244273,16584,5402,CS0,0
NF-0005287,2026-06-26T16:29:00,branch-lucknow,branch-chennai,10.1.11.1,10.1.2.1,55745,8801,UDP,Video-Conf,126076,256,98257,AF41,0
NF-0005288,2026-06-26T16:00:00,branch-pune,hub-delhi,10.1.4.1,10.0.0.1,61838,21,TCP,FTP-Backup,38306084,49236,104500,CS0,0
NF-0005289,2026-06-26T16:51:00,branch-hyderabad,branch-pune,10.1.3.1,10.1.4.1,55806,123,UDP,NTP,39198701,65331,67405,CS0,0
NF-0005290,2026-06-26T16:44:00,branch-pune,branch-guwahati,10.1.4.1,10.1.8.1,64177,514,UDP,Syslog,30613281,44690,34305,CS0,0
NF-0005291,2026-06-26T16:40:00,branch-chennai,branch-pune,10.1.2.1,10.1.4.1,63651,22,TCP,SSH,18348026,14435,3591,CS0,0
NF-0005292,2026-06-26T16:21:00,branch-bhubaneswar,branch-hyderabad,10.1.7.1,10.1.3.1,49298,179,TCP,BGP,28008865,23224,25874,CS0,0
NF-0005293,2026-06-26T16:12:00,branch-chandigarh,branch-hyderabad,10.1.9.1,10.1.3.1,50076,5060,UDP,VoIP-RTP,5938988,6857,42557,EF,0
NF-0005294,2026-06-26T16:03:00,branch-jaipur,branch-kochi,10.1.10.1,10.1.12.1,57069,21,TCP,FTP-Backup,32343462,42279,3895,CS0,0
NF-0005295,2026-06-26T16:07:00,branch-jaipur,branch-chandigarh,10.1.10.1,10.1.9.1,60596,123,UDP,NTP,43483389,62030,63642,CS0,0
NF-0005296,2026-06-26T16:42:00,branch-kochi,branch-pune,10.1.12.1,10.1.4.1,61879,123,UDP,NTP,15333858,20472,66156,CS0,0
NF-0005297,2026-06-26T16:27:00,branch-hyderabad,branch-bengaluru,10.1.3.1,10.1.1.1,62361,179,TCP,BGP,28337141,63822,58972,CS0,0
NF-0005298,2026-06-26T16:16:00,branch-ahmedabad,branch-pune,10.1.5.1,10.1.4.1,55813,53,UDP,DNS,2267892,1935,55997,CS0,0
NF-0005299,2026-06-26T16:17:00,branch-kochi,branch-lucknow,10.1.12.1,10.1.11.1,52256,443,TCP,HTTPS,22114961,44949,16828,CS0,0
NF-0005300,2026-06-26T16:43:00,branch-kolkata,branch-ahmedabad,10.1.6.1,10.1.5.1,50555,21,TCP,FTP-Backup,18245969,19768,101806,CS0,0
NF-0005301,2026-06-26T16:17:00,branch-kochi,branch-nagpur,10.1.12.1,10.1.13.1,50333,161,UDP,SNMP,23228024,16930,109865,CS0,0
NF-0005302,2026-06-26T16:25:00,branch-lucknow,branch-bhopal,10.1.11.1,10.1.14.1,63798,5060,UDP,VoIP-RTP,29939453,25372,97448,EF,0
NF-0005303,2026-06-26T16:05:00,branch-kolkata,branch-ahmedabad,10.1.6.1,10.1.5.1,61028,389,TCP,LDAP,4631028,3495,74330,CS0,0
NF-0005304,2026-06-26T16:48:00,branch-bengaluru,branch-bhopal,10.1.1.1,10.1.14.1,49216,514,UDP,Syslog,6027479,4981,48616,CS0,0
NF-0005305,2026-06-26T16:16:00,branch-bhubaneswar,branch-bengaluru,10.1.7.1,10.1.1.1,58121,53,UDP,DNS,4702730,6835,65540,CS0,0
NF-0005306,2026-06-26T16:24:00,hub-delhi,dc-mumbai,10.0.0.1,10.0.0.2,52092,3200,TCP,ERP-SAP,39601796,30369,112982,CS0,0
NF-0005307,2026-06-26T16:42:00,branch-guwahati,branch-bhubaneswar,10.1.8.1,10.1.7.1,60006,53,UDP,DNS,42682814,38767,48139,CS0,1
NF-0005308,2026-06-26T16:55:00,branch-bengaluru,branch-lucknow,10.1.1.1,10.1.11.1,65392,443,TCP,HTTPS,13555631,20759,117864,CS0,0
NF-0005309,2026-06-26T16:59:00,branch-bengaluru,branch-lucknow,10.1.1.1,10.1.11.1,49777,179,TCP,BGP,40509675,92277,98638,CS0,0
NF-0005310,2026-06-26T16:32:00,branch-nagpur,branch-chennai,10.1.13.1,10.1.2.1,62177,514,UDP,Syslog,25862818,46599,18574,CS0,0
NF-0005311,2026-06-26T16:47:00,branch-bhubaneswar,branch-nagpur,10.1.7.1,10.1.13.1,52320,389,TCP,LDAP,15536252,21166,108759,CS0,0
NF-0005312,2026-06-26T16:52:00,branch-ahmedabad,branch-chandigarh,10.1.5.1,10.1.9.1,55833,514,UDP,Syslog,8969052,6653,95385,CS0,0
NF-0005313,2026-06-26T16:47:00,branch-kochi,hub-delhi,10.1.12.1,10.0.0.1,64272,3200,TCP,ERP-SAP,14502624,27624,64590,CS0,0
NF-0005314,2026-06-26T16:22:00,branch-bhopal,branch-bhubaneswar,10.1.14.1,10.1.7.1,63057,389,TCP,LDAP,14228680,30599,118645,CS0,0
NF-0005315,2026-06-26T16:43:00,branch-guwahati,branch-lucknow,10.1.8.1,10.1.11.1,63411,179,TCP,BGP,36762616,38214,117253,CS0,1
NF-0005316,2026-06-26T16:25:00,branch-chandigarh,branch-bengaluru,10.1.9.1,10.1.1.1,49789,22,TCP,SSH,25315347,58872,95691,CS0,0
NF-0005317,2026-06-26T16:22:00,hub-delhi,branch-nagpur,10.0.0.1,10.1.13.1,60554,443,TCP,HTTPS,21343051,25870,31173,CS0,0
NF-0005318,2026-06-26T16:04:00,branch-chennai,branch-kolkata,10.1.2.1,10.1.6.1,50310,123,UDP,NTP,20558182,33265,36518,CS0,0
NF-0005319,2026-06-26T16:57:00,hub-delhi,branch-nagpur,10.0.0.1,10.1.13.1,56174,53,UDP,DNS,47161197,100556,16462,CS0,0
NF-0005320,2026-06-26T16:32:00,dc-mumbai,branch-ahmedabad,10.0.0.2,10.1.5.1,64292,53,UDP,DNS,42404629,60063,5909,CS0,0
NF-0005321,2026-06-26T16:28:00,hub-delhi,branch-bhubaneswar,10.0.0.1,10.1.7.1,55495,389,TCP,LDAP,42636141,38170,86406,CS0,0
NF-0005322,2026-06-26T16:49:00,branch-guwahati,dc-mumbai,10.1.8.1,10.0.0.2,57139,389,TCP,LDAP,34096868,84818,58039,CS0,1
NF-0005323,2026-06-26T16:31:00,branch-chennai,hub-delhi,10.1.2.1,10.0.0.1,54862,123,UDP,NTP,28273368,33145,24565,CS0,0
NF-0005324,2026-06-26T16:06:00,branch-chennai,branch-guwahati,10.1.2.1,10.1.8.1,60527,179,TCP,BGP,16570206,15300,31930,CS0,0
NF-0005325,2026-06-26T16:59:00,branch-jaipur,branch-kolkata,10.1.10.1,10.1.6.1,51290,161,UDP,SNMP,44452357,43838,7265,CS0,0
NF-0005326,2026-06-26T16:05:00,branch-lucknow,branch-jaipur,10.1.11.1,10.1.10.1,61299,21,TCP,FTP-Backup,30046069,56056,55516,CS0,0
NF-0005327,2026-06-26T16:11:00,branch-chandigarh,branch-kochi,10.1.9.1,10.1.12.1,58842,22,TCP,SSH,29180762,32604,5297,CS0,0
NF-0005328,2026-06-26T16:29:00,dc-mumbai,branch-chandigarh,10.0.0.2,10.1.9.1,62717,22,TCP,SSH,3790079,4533,65352,CS0,0
NF-0005329,2026-06-26T16:28:00,branch-pune,hub-delhi,10.1.4.1,10.0.0.1,52760,21,TCP,FTP-Backup,12058633,11684,93853,CS0,0
NF-0005330,2026-06-26T16:28:00,branch-hyderabad,branch-jaipur,10.1.3.1,10.1.10.1,55492,21,TCP,FTP-Backup,19857600,27314,107888,CS0,0
NF-0005331,2026-06-26T16:54:00,dc-mumbai,branch-kolkata,10.0.0.2,10.1.6.1,50201,21,TCP,FTP-Backup,1623767,3116,74409,CS0,0
NF-0005332,2026-06-26T16:25:00,branch-chennai,branch-nagpur,10.1.2.1,10.1.13.1,59680,3200,TCP,ERP-SAP,20823271,16685,62011,CS0,0
NF-0005333,2026-06-26T16:03:00,branch-bhubaneswar,branch-kolkata,10.1.7.1,10.1.6.1,63852,53,UDP,DNS,9709086,11711,79719,CS0,0
NF-0005334,2026-06-26T16:49:00,branch-bengaluru,branch-kolkata,10.1.1.1,10.1.6.1,49215,443,TCP,HTTPS,41392440,49394,35497,CS0,0
NF-0005335,2026-06-26T16:36:00,branch-bhopal,branch-bengaluru,10.1.14.1,10.1.1.1,64711,179,TCP,BGP,18959849,17686,112063,CS0,0
NF-0005336,2026-06-26T16:05:00,branch-nagpur,branch-pune,10.1.13.1,10.1.4.1,64019,161,UDP,SNMP,26459371,34497,71619,CS0,0
NF-0005337,2026-06-26T16:02:00,branch-bhubaneswar,branch-bengaluru,10.1.7.1,10.1.1.1,61843,22,TCP,SSH,19728967,33724,56020,CS0,0
NF-0005338,2026-06-26T16:46:00,branch-lucknow,branch-guwahati,10.1.11.1,10.1.8.1,57961,123,UDP,NTP,14558703,10443,1347,CS0,0
NF-0005339,2026-06-26T16:47:00,branch-chennai,hub-delhi,10.1.2.1,10.0.0.1,61499,3200,TCP,ERP-SAP,715551,591,42561,CS0,0
NF-0005340,2026-06-26T16:44:00,branch-kolkata,hub-delhi,10.1.6.1,10.0.0.1,64599,443,TCP,HTTPS,4661354,7434,37277,CS0,0
NF-0005341,2026-06-26T16:56:00,branch-bhubaneswar,hub-delhi,10.1.7.1,10.0.0.1,57724,22,TCP,SSH,32368026,58744,20226,CS0,0
NF-0005342,2026-06-26T16:16:00,branch-hyderabad,branch-chennai,10.1.3.1,10.1.2.1,56144,5060,UDP,VoIP-RTP,27432354,27377,56062,EF,0
NF-0005343,2026-06-26T16:12:00,branch-chandigarh,branch-kochi,10.1.9.1,10.1.12.1,64854,514,UDP,Syslog,17835334,19095,108787,CS0,0
NF-0005344,2026-06-26T17:55:00,branch-lucknow,branch-nagpur,10.1.11.1,10.1.13.1,52017,53,UDP,DNS,20689375,19555,100216,CS0,0
NF-0005345,2026-06-26T17:18:00,branch-chandigarh,branch-jaipur,10.1.9.1,10.1.10.1,52298,161,UDP,SNMP,17760300,13454,108411,CS0,0
NF-0005346,2026-06-26T17:24:00,branch-lucknow,branch-kolkata,10.1.11.1,10.1.6.1,56021,514,UDP,Syslog,36779567,29756,108188,CS0,0
NF-0005347,2026-06-26T17:07:00,branch-kochi,branch-chennai,10.1.12.1,10.1.2.1,61710,8801,UDP,Video-Conf,25745287,40736,60275,AF41,0
NF-0005348,2026-06-26T17:19:00,branch-chennai,dc-mumbai,10.1.2.1,10.0.0.2,62789,22,TCP,SSH,7800244,9155,54415,CS0,0
NF-0005349,2026-06-26T17:53:00,branch-kolkata,branch-guwahati,10.1.6.1,10.1.8.1,63168,22,TCP,SSH,42019406,32649,79325,CS0,0
NF-0005350,2026-06-26T17:24:00,branch-chennai,branch-kochi,10.1.2.1,10.1.12.1,61365,514,UDP,Syslog,13411258,23778,20618,CS0,0
NF-0005351,2026-06-26T17:34:00,branch-bhopal,branch-ahmedabad,10.1.14.1,10.1.5.1,63459,389,TCP,LDAP,12933244,15038,114563,CS0,0
NF-0005352,2026-06-26T17:00:00,branch-kolkata,dc-mumbai,10.1.6.1,10.0.0.2,51166,53,UDP,DNS,18304680,18304,42738,CS0,0
NF-0005353,2026-06-26T17:05:00,branch-bhopal,branch-hyderabad,10.1.14.1,10.1.3.1,57767,389,TCP,LDAP,13492303,14384,82182,CS0,0
