event_id,timestamp,site_id,severity,facility,message,fault_type,correlated_scenario
SLOG-000576,2026-06-25T19:29:48,branch-jaipur,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000575,2026-06-25T19:29:57,branch-chennai,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000578,2026-06-25T19:32:07,branch-bengaluru,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface TenGigabitEthernet0/0, changed state to up",normal,none
SLOG-000577,2026-06-25T19:34:24,branch-kolkata,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.6.1 Up,normal,none
SLOG-000249,2026-06-25T19:49:46.501281,dc-mumbai,ERROR,LOCAL7,"%ROUTING-3-CONVERGENCE: OSPF/BGP convergence stress, 156 routes in flux",route_flap_cascade,scenario-14
SLOG-000247,2026-06-25T19:53:54.909225,dc-mumbai,CRIT,LOCAL7,"%BGP-2-CASCADE: Mass BGP withdrawal, 231 prefixes from AS 65001",route_flap_cascade,scenario-14
SLOG-000574,2026-06-25T19:56:28,branch-bengaluru,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.1.1 on Tunnel1 from LOADING to FULL",normal,none
SLOG-000246,2026-06-25T20:00:32.067755,dc-mumbai,ERROR,LOCAL7,"%BGP-3-NOTIFICATION: BGP neighbor 10.0.0.2 Down, hold timer expired",route_flap_cascade,scenario-14
SLOG-000579,2026-06-25T20:02:21,branch-guwahati,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.8.1,normal,none
SLOG-000581,2026-06-25T20:06:01,branch-bhubaneswar,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface Loopback0, changed state to up",normal,none
SLOG-000251,2026-06-25T20:14:57.602087,dc-mumbai,ERROR,LOCAL7,"%ROUTING-3-CONVERGENCE: OSPF/BGP convergence stress, 65 routes in flux",route_flap_cascade,scenario-14
SLOG-000252,2026-06-25T20:27:51.162165,dc-mumbai,ERROR,LOCAL7,"%BGP-3-NOTIFICATION: BGP neighbor 10.0.0.2 Down, hold timer expired",route_flap_cascade,scenario-14
SLOG-000580,2026-06-25T20:45:52,branch-nagpur,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.13.1,normal,none
SLOG-000245,2026-06-25T20:49:30.281851,dc-mumbai,ERROR,LOCAL7,"%ROUTING-3-CONVERGENCE: OSPF/BGP convergence stress, 446 routes in flux",route_flap_cascade,scenario-14
SLOG-000248,2026-06-25T20:52:45.368594,dc-mumbai,CRIT,LOCAL7,"%BGP-2-CASCADE: Mass BGP withdrawal, 415 prefixes from AS 65001",route_flap_cascade,scenario-14
SLOG-000586,2026-06-25T21:07:20,branch-chandigarh,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000587,2026-06-25T21:17:11,hub-delhi,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000253,2026-06-25T21:18:56.705436,hub-delhi,ERROR,LOCAL7,"%ROUTING-3-CONVERGENCE: OSPF/BGP convergence stress, 104 routes in flux",route_flap_cascade,scenario-14
SLOG-000584,2026-06-25T21:34:32,dc-mumbai,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface Loopback0, changed state to up",normal,none
SLOG-000583,2026-06-25T21:44:01,branch-nagpur,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000582,2026-06-25T21:49:29,branch-bengaluru,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.1.1 Up,normal,none
SLOG-000585,2026-06-25T21:53:10,branch-chandigarh,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.9.1 Up,normal,none
SLOG-000588,2026-06-25T22:20:50,branch-chandigarh,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.9.1,normal,none
SLOG-000589,2026-06-25T22:44:10,branch-chandigarh,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.9.1 Up,normal,none
SLOG-000269,2026-06-25T23:00:53.411068,branch-hyderabad,WARN,LOCAL7,%QOS-4-POLICY_MISMATCH: QoS policy mismatch detected on Tunnel0,qos_policy_drift,scenario-15
SLOG-000256,2026-06-25T23:03:54.455799,branch-hyderabad,WARN,LOCAL7,%QOS-4-DSCP_REMARK: DSCP remarking inconsistency on GigabitEthernet0/0,qos_policy_drift,scenario-15
SLOG-000257,2026-06-25T23:04:12.439385,branch-hyderabad,WARN,LOCAL7,%QOS-4-DSCP_REMARK: DSCP remarking inconsistency on Tunnel0,qos_policy_drift,scenario-15
SLOG-000591,2026-06-25T23:07:48,branch-kochi,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000254,2026-06-25T23:11:45.590996,branch-hyderabad,WARN,LOCAL7,%QOS-4-POLICY_MISMATCH: QoS policy mismatch detected on Loopback0,qos_policy_drift,scenario-15
SLOG-000260,2026-06-25T23:14:44.475777,branch-hyderabad,WARN,LOCAL7,%QOS-4-POLICY_MISMATCH: QoS policy mismatch detected on GigabitEthernet0/0,qos_policy_drift,scenario-15
SLOG-000264,2026-06-25T23:18:29.232538,branch-hyderabad,WARN,LOCAL7,%QOS-4-POLICY_MISMATCH: QoS policy mismatch detected on GigabitEthernet0/0,qos_policy_drift,scenario-15
SLOG-000270,2026-06-25T23:21:03.199834,branch-hyderabad,WARN,LOCAL7,%QOS-4-DSCP_REMARK: DSCP remarking inconsistency on GigabitEthernet0/2,qos_policy_drift,scenario-15
SLOG-000592,2026-06-25T23:23:05,branch-kolkata,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.6.1 on GigabitEthernet0/1 from LOADING to FULL",normal,none
SLOG-000262,2026-06-25T23:24:43.789162,branch-hyderabad,WARN,LOCAL7,%QOS-4-DSCP_REMARK: DSCP remarking inconsistency on GigabitEthernet0/2,qos_policy_drift,scenario-15
SLOG-000261,2026-06-25T23:28:04.287053,branch-hyderabad,WARN,LOCAL7,%QOS-4-POLICY_MISMATCH: QoS policy mismatch detected on Tunnel1,qos_policy_drift,scenario-15
SLOG-000259,2026-06-25T23:28:22.070044,branch-hyderabad,WARN,LOCAL7,%QOS-4-POLICY_MISMATCH: QoS policy mismatch detected on GigabitEthernet0/1,qos_policy_drift,scenario-15
SLOG-000271,2026-06-25T23:28:46.010393,branch-hyderabad,WARN,LOCAL7,%QOS-4-DSCP_REMARK: DSCP remarking inconsistency on GigabitEthernet0/1,qos_policy_drift,scenario-15
SLOG-000265,2026-06-25T23:30:31.578278,branch-hyderabad,WARN,LOCAL7,%QOS-4-POLICY_MISMATCH: QoS policy mismatch detected on TenGigabitEthernet0/0,qos_policy_drift,scenario-15
SLOG-000267,2026-06-25T23:34:41.982103,branch-hyderabad,WARN,LOCAL7,%QOS-4-POLICY_MISMATCH: QoS policy mismatch detected on Tunnel1,qos_policy_drift,scenario-15
SLOG-000263,2026-06-25T23:35:45.938704,branch-hyderabad,WARN,LOCAL7,%QOS-4-DSCP_REMARK: DSCP remarking inconsistency on GigabitEthernet0/0,qos_policy_drift,scenario-15
SLOG-000266,2026-06-25T23:39:33.554211,branch-hyderabad,WARN,LOCAL7,%QOS-4-DSCP_REMARK: DSCP remarking inconsistency on Loopback0,qos_policy_drift,scenario-15
SLOG-000255,2026-06-25T23:39:39.854091,branch-hyderabad,WARN,LOCAL7,%QOS-4-DSCP_REMARK: DSCP remarking inconsistency on TenGigabitEthernet0/0,qos_policy_drift,scenario-15
SLOG-000258,2026-06-25T23:40:37.972230,branch-hyderabad,WARN,LOCAL7,%QOS-4-DSCP_REMARK: DSCP remarking inconsistency on TenGigabitEthernet0/0,qos_policy_drift,scenario-15
SLOG-000590,2026-06-25T23:41:48,branch-guwahati,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.8.1 Up,normal,none
SLOG-000268,2026-06-25T23:43:49.875941,branch-hyderabad,WARN,LOCAL7,%QOS-4-POLICY_MISMATCH: QoS policy mismatch detected on Tunnel0,qos_policy_drift,scenario-15
SLOG-000596,2026-06-26T00:12:05,branch-nagpur,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.13.1 Up,normal,none
SLOG-000593,2026-06-26T00:32:39,branch-bengaluru,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.1.1 Up,normal,none
SLOG-000594,2026-06-26T00:37:29,branch-bhubaneswar,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000599,2026-06-26T00:44:27,branch-bhubaneswar,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000597,2026-06-26T00:44:42,branch-bhubaneswar,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000598,2026-06-26T00:47:44,branch-kolkata,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.6.1 Up,normal,none
SLOG-000595,2026-06-26T00:57:36,branch-chandigarh,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000602,2026-06-26T01:21:42,branch-guwahati,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.8.1,normal,none
SLOG-000601,2026-06-26T01:37:38,branch-bengaluru,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000600,2026-06-26T01:53:29,branch-bengaluru,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.1.1,normal,none
SLOG-000603,2026-06-26T01:54:31,branch-hyderabad,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000605,2026-06-26T02:04:13,branch-bengaluru,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.1.1 Up,normal,none
SLOG-000279,2026-06-26T02:31:27.534433,branch-kochi,ERROR,LOCAL7,%VPN-3-TUNNEL_DOWN: GRE over IPSec tunnel Tunnel2 DOWN,mpls_tunnel_degradation,scenario-16
SLOG-000277,2026-06-26T02:46:14.853233,branch-kochi,ERROR,LOCAL7,%IPSEC-3-REKEY_FAIL: IPSec SA rekey failed for tunnel Tunnel0,mpls_tunnel_degradation,scenario-16
SLOG-000274,2026-06-26T02:53:47.461857,branch-kochi,WARN,LOCAL7,"%MPLS-4-TUNNEL_DEGRADE: LDP session 10.1.12.1 degraded, loss 82%",mpls_tunnel_degradation,scenario-16
SLOG-000278,2026-06-26T02:56:04.842999,branch-kochi,ERROR,LOCAL7,%IPSEC-3-REKEY_FAIL: IPSec SA rekey failed for tunnel Tunnel3,mpls_tunnel_degradation,scenario-16
SLOG-000604,2026-06-26T02:58:27,branch-kochi,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.12.1,normal,none
SLOG-000607,2026-06-26T03:03:55,branch-jaipur,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000275,2026-06-26T03:04:46.524734,branch-kochi,ERROR,LOCAL7,%VPN-3-TUNNEL_DOWN: GRE over IPSec tunnel Tunnel1 DOWN,mpls_tunnel_degradation,scenario-16
SLOG-000273,2026-06-26T03:15:15.549078,branch-kochi,WARN,LOCAL7,%MPLS-4-PATH_SWITCH: Traffic rerouted from primary to backup LSP,mpls_tunnel_degradation,scenario-16
SLOG-000280,2026-06-26T03:15:42.893278,branch-kochi,WARN,LOCAL7,"%MPLS-4-TUNNEL_DEGRADE: LDP session 10.1.12.1 degraded, loss 95%",mpls_tunnel_degradation,scenario-16
SLOG-000606,2026-06-26T03:27:23,branch-chennai,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.2.1 Up,normal,none
SLOG-000272,2026-06-26T03:28:33.081833,branch-kochi,WARN,LOCAL7,"%MPLS-4-TUNNEL_DEGRADE: LDP session 10.1.12.1 degraded, loss 94%",mpls_tunnel_degradation,scenario-16
SLOG-000609,2026-06-26T03:44:16,branch-kolkata,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.6.1 Up,normal,none
SLOG-000608,2026-06-26T03:55:39,branch-jaipur,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.10.1,normal,none
SLOG-000276,2026-06-26T03:58:17.221518,branch-kochi,WARN,LOCAL7,%MPLS-4-PATH_SWITCH: Traffic rerouted from primary to backup LSP,mpls_tunnel_degradation,scenario-16
SLOG-000612,2026-06-26T04:19:20,branch-chennai,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.2.1 on GigabitEthernet0/1 from LOADING to FULL",normal,none
SLOG-000611,2026-06-26T04:55:01,branch-jaipur,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000610,2026-06-26T04:58:28,branch-guwahati,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.8.1,normal,none
SLOG-000616,2026-06-26T05:05:39,branch-kolkata,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.6.1 on GigabitEthernet0/1 from LOADING to FULL",normal,none
SLOG-000617,2026-06-26T05:14:05,branch-bhopal,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.14.1,normal,none
SLOG-000614,2026-06-26T05:25:34,branch-pune,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.4.1 Up,normal,none
SLOG-000615,2026-06-26T05:26:43,branch-kochi,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface GigabitEthernet0/1, changed state to up",normal,none
SLOG-000613,2026-06-26T05:56:01,branch-kolkata,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.6.1 Up,normal,none
SLOG-000294,2026-06-26T06:00:13.558615,branch-pune,CRIT,LOCAL7,"%OSPF-2-ADJ_CHG: Process 1, Nbr 10.1.4.1 on Tunnel0 from FULL to DOWN",ospf_adjacency_lost,scenario-17
SLOG-000290,2026-06-26T06:01:02.217557,branch-pune,WARN,LOCAL7,%OSPF-4-HELLO_FAIL: Hello packets not received from 10.1.4.1,ospf_adjacency_lost,scenario-17
SLOG-000619,2026-06-26T06:03:38,branch-pune,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.4.1,normal,none
SLOG-000282,2026-06-26T06:04:35.917287,branch-pune,WARN,LOCAL7,%OSPF-4-HELLO_FAIL: Hello packets not received from 10.1.4.1,ospf_adjacency_lost,scenario-17
SLOG-000293,2026-06-26T06:04:49.019069,branch-pune,CRIT,LOCAL7,"%OSPF-2-ADJ_CHG: Process 1, Nbr 10.1.4.1 on Tunnel1 from FULL to DOWN",ospf_adjacency_lost,scenario-17
SLOG-000283,2026-06-26T06:06:05.091795,branch-pune,CRIT,LOCAL7,"%OSPF-2-ADJ_CHG: Process 1, Nbr 10.1.4.1 on Loopback0 from FULL to DOWN",ospf_adjacency_lost,scenario-17
SLOG-000291,2026-06-26T06:07:16.999586,branch-pune,ERROR,LOCAL7,"%OSPF-3-DEAD_INTERVAL: Neighbor 10.1.4.1 dead, interface GigabitEthernet0/0",ospf_adjacency_lost,scenario-17
SLOG-000289,2026-06-26T06:11:03.306241,branch-pune,WARN,LOCAL7,%OSPF-4-HELLO_FAIL: Hello packets not received from 10.1.4.1,ospf_adjacency_lost,scenario-17
SLOG-000292,2026-06-26T06:11:33.201523,branch-pune,ERROR,LOCAL7,"%OSPF-3-DEAD_INTERVAL: Neighbor 10.1.4.1 dead, interface Tunnel0",ospf_adjacency_lost,scenario-17
SLOG-000287,2026-06-26T06:15:24.234095,branch-pune,WARN,LOCAL7,%OSPF-4-HELLO_FAIL: Hello packets not received from 10.1.4.1,ospf_adjacency_lost,scenario-17
SLOG-000281,2026-06-26T06:15:29.464026,branch-pune,ERROR,LOCAL7,"%OSPF-3-DEAD_INTERVAL: Neighbor 10.1.4.1 dead, interface Tunnel1",ospf_adjacency_lost,scenario-17
SLOG-000286,2026-06-26T06:17:08.099939,branch-pune,WARN,LOCAL7,%OSPF-4-HELLO_FAIL: Hello packets not received from 10.1.4.1,ospf_adjacency_lost,scenario-17
SLOG-000285,2026-06-26T06:19:38.102890,branch-pune,ERROR,LOCAL7,"%OSPF-3-DEAD_INTERVAL: Neighbor 10.1.4.1 dead, interface TenGigabitEthernet0/0",ospf_adjacency_lost,scenario-17
SLOG-000288,2026-06-26T06:22:46.162511,branch-pune,CRIT,LOCAL7,"%OSPF-2-ADJ_CHG: Process 1, Nbr 10.1.4.1 on TenGigabitEthernet0/0 from FULL to DOWN",ospf_adjacency_lost,scenario-17
SLOG-000284,2026-06-26T06:26:35.729773,branch-pune,ERROR,LOCAL7,"%OSPF-3-DEAD_INTERVAL: Neighbor 10.1.4.1 dead, interface GigabitEthernet0/1",ospf_adjacency_lost,scenario-17
SLOG-000622,2026-06-26T06:26:59,branch-lucknow,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.11.1 on TenGigabitEthernet0/0 from LOADING to FULL",normal,none
SLOG-000620,2026-06-26T06:33:04,branch-chandigarh,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.9.1 on GigabitEthernet0/0 from LOADING to FULL",normal,none
SLOG-000618,2026-06-26T06:36:30,branch-bhopal,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.14.1 on Tunnel1 from LOADING to FULL",normal,none
SLOG-000621,2026-06-26T06:37:25,branch-kolkata,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000623,2026-06-26T07:00:35,branch-hyderabad,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface GigabitEthernet0/0, changed state to up",normal,none
SLOG-000624,2026-06-26T07:01:52,branch-hyderabad,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.3.1 Up,normal,none
SLOG-000625,2026-06-26T07:18:14,branch-pune,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000630,2026-06-26T08:01:19,branch-kolkata,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface Tunnel0, changed state to up",normal,none
SLOG-000632,2026-06-26T08:28:00,branch-bhopal,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.14.1 on GigabitEthernet0/1 from LOADING to FULL",normal,none
SLOG-000626,2026-06-26T08:29:03,branch-nagpur,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.13.1 Up,normal,none
SLOG-000629,2026-06-26T08:34:37,branch-nagpur,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface Loopback0, changed state to up",normal,none
SLOG-000631,2026-06-26T08:37:12,branch-nagpur,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000627,2026-06-26T08:45:07,hub-delhi,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.0.0.1 Up,normal,none
SLOG-000633,2026-06-26T08:50:00,branch-guwahati,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.8.1,normal,none
SLOG-000628,2026-06-26T08:50:35,branch-kochi,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.12.1 Up,normal,none
SLOG-000635,2026-06-26T09:10:27,branch-ahmedabad,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000634,2026-06-26T09:37:40,branch-ahmedabad,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface Tunnel1, changed state to up",normal,none
SLOG-000310,2026-06-26T09:39:06.206352,branch-bhopal,WARN,LOCAL7,"%IP-4-RTCHANGE: Route table instability detected, 100 routes flapping",congestion_buildup,scenario-18
SLOG-000636,2026-06-26T09:39:43,branch-hyderabad,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.3.1 Up,normal,none
SLOG-000302,2026-06-26T09:44:51.346994,branch-nagpur,WARN,LOCAL7,%MPLS-4-LDP_CONGESTION: LDP label space pressure on TenGigabitEthernet0/0,congestion_buildup,scenario-18
SLOG-000298,2026-06-26T09:47:29.235387,branch-nagpur,ERROR,LOCAL7,"%QOS-4-POLICY_BREACH: VoIP traffic dropped on Loopback0, queue utilization 94%",congestion_buildup,scenario-18
SLOG-000309,2026-06-26T10:02:50.818421,branch-bhopal,WARN,LOCAL7,%INTERFACE-3-QUEUE_LIMIT: Interface GigabitEthernet0/2 output queue depth 76% of max,congestion_buildup,scenario-18
SLOG-000644,2026-06-26T10:03:20,branch-ahmedabad,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.5.1 on GigabitEthernet0/0 from LOADING to FULL",normal,none
SLOG-000304,2026-06-26T10:05:45.073767,branch-bhopal,WARN,LOCAL7,%MPLS-4-LDP_CONGESTION: LDP label space pressure on Loopback0,congestion_buildup,scenario-18
SLOG-000313,2026-06-26T10:06:03.632044,branch-bhopal,WARN,LOCAL7,%INTERFACE-3-QUEUE_LIMIT: Interface Tunnel1 output queue depth 73% of max,congestion_buildup,scenario-18
SLOG-000308,2026-06-26T10:07:39.532592,branch-nagpur,WARN,LOCAL7,"%IP-4-RTCHANGE: Route table instability detected, 222 routes flapping",congestion_buildup,scenario-18
SLOG-000307,2026-06-26T10:17:18.789750,branch-nagpur,ERROR,LOCAL7,"%QOS-4-POLICY_BREACH: VoIP traffic dropped on Tunnel0, queue utilization 85%",congestion_buildup,scenario-18
SLOG-000640,2026-06-26T10:28:46,branch-jaipur,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.10.1 Up,normal,none
SLOG-000638,2026-06-26T10:29:59,branch-lucknow,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.11.1 on Tunnel0 from LOADING to FULL",normal,none
SLOG-000295,2026-06-26T10:30:42.148642,branch-bhopal,WARN,LOCAL7,%INTERFACE-3-QUEUE_LIMIT: Interface TenGigabitEthernet0/0 output queue depth 97% of max,congestion_buildup,scenario-18
SLOG-000641,2026-06-26T10:38:47,dc-mumbai,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000643,2026-06-26T10:41:15,branch-chandigarh,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface TenGigabitEthernet0/0, changed state to up",normal,none
SLOG-000312,2026-06-26T10:47:28.497262,branch-nagpur,WARN,LOCAL7,%MPLS-4-LDP_CONGESTION: LDP label space pressure on GigabitEthernet0/1,congestion_buildup,scenario-18
SLOG-000305,2026-06-26T10:49:18.507249,branch-nagpur,WARN,LOCAL7,"%IP-4-RTCHANGE: Route table instability detected, 484 routes flapping",congestion_buildup,scenario-18
SLOG-000639,2026-06-26T10:54:12,branch-jaipur,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.10.1 on Tunnel1 from LOADING to FULL",normal,none
SLOG-000637,2026-06-26T10:56:40,branch-kolkata,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface Tunnel0, changed state to up",normal,none
SLOG-000642,2026-06-26T10:57:19,branch-chennai,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface GigabitEthernet0/0, changed state to up",normal,none
SLOG-000650,2026-06-26T11:06:44,branch-chandigarh,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.9.1 on GigabitEthernet0/1 from LOADING to FULL",normal,none
SLOG-000648,2026-06-26T11:24:06,branch-pune,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.4.1,normal,none
SLOG-000647,2026-06-26T11:34:19,branch-lucknow,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.11.1 Up,normal,none
SLOG-000301,2026-06-26T11:39:10.136007,branch-bhopal,WARN,LOCAL7,%MPLS-4-LDP_CONGESTION: LDP label space pressure on GigabitEthernet0/1,congestion_buildup,scenario-18
SLOG-000300,2026-06-26T11:40:02.346047,branch-bhopal,ERROR,LOCAL7,"%QOS-4-POLICY_BREACH: VoIP traffic dropped on Tunnel1, queue utilization 70%",congestion_buildup,scenario-18
SLOG-000299,2026-06-26T11:46:27.117921,branch-nagpur,WARN,LOCAL7,%INTERFACE-3-QUEUE_LIMIT: Interface GigabitEthernet0/2 output queue depth 92% of max,congestion_buildup,scenario-18
SLOG-000649,2026-06-26T11:47:54,branch-kolkata,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.6.1 Up,normal,none
SLOG-000311,2026-06-26T11:48:48.717176,branch-nagpur,WARN,LOCAL7,"%IP-4-RTCHANGE: Route table instability detected, 286 routes flapping",congestion_buildup,scenario-18
SLOG-000646,2026-06-26T11:48:57,branch-bhopal,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.14.1,normal,none
SLOG-000296,2026-06-26T11:51:16.611132,branch-bhopal,WARN,LOCAL7,%MPLS-4-LDP_CONGESTION: LDP label space pressure on Tunnel0,congestion_buildup,scenario-18
SLOG-000645,2026-06-26T11:58:33,dc-mumbai,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.0.0.2,normal,none
SLOG-000297,2026-06-26T12:08:15.888280,branch-nagpur,WARN,LOCAL7,%MPLS-4-LDP_CONGESTION: LDP label space pressure on GigabitEthernet0/2,congestion_buildup,scenario-18
SLOG-000314,2026-06-26T12:13:34.444831,branch-nagpur,WARN,LOCAL7,%INTERFACE-3-QUEUE_LIMIT: Interface GigabitEthernet0/1 output queue depth 83% of max,congestion_buildup,scenario-18
SLOG-000306,2026-06-26T12:14:13.043443,branch-nagpur,WARN,LOCAL7,%MPLS-4-LDP_CONGESTION: LDP label space pressure on GigabitEthernet0/2,congestion_buildup,scenario-18
SLOG-000652,2026-06-26T12:15:47,branch-pune,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.4.1 on Loopback0 from LOADING to FULL",normal,none
SLOG-000651,2026-06-26T12:17:11,branch-pune,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000655,2026-06-26T12:19:36,branch-pune,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.4.1 on TenGigabitEthernet0/0 from LOADING to FULL",normal,none
SLOG-000654,2026-06-26T12:20:48,hub-delhi,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.0.0.1 on Loopback0 from LOADING to FULL",normal,none
SLOG-000656,2026-06-26T12:21:04,branch-ahmedabad,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000657,2026-06-26T12:25:30,branch-jaipur,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.10.1 on GigabitEthernet0/2 from LOADING to FULL",normal,none
SLOG-000303,2026-06-26T12:26:11.161714,branch-nagpur,WARN,LOCAL7,%MPLS-4-LDP_CONGESTION: LDP label space pressure on GigabitEthernet0/2,congestion_buildup,scenario-18
SLOG-000653,2026-06-26T12:57:41,branch-guwahati,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.8.1,normal,none
SLOG-000315,2026-06-26T13:05:55.032651,branch-jaipur,CRIT,LOCAL7,%LINEPROTO-2-UPDOWN: Interface GigabitEthernet0/2 changed state to down,link_flap,scenario-19
